,Sample,<qLKSiki>,<Rc3kmmq>,<qLKSiki> + CoT,<Rc3kmmq> + CoT,<qLKSiki> MAD R1 S3,<qLKSiki> MAD R1 S5,<qLKSiki> MAD R1 S7,<qLKSiki> MAD R2 S3,<qLKSiki> MAD R2 S5,<qLKSiki> MAD R2 S7,<qLKSiki> MAD R3 S3,<qLKSiki> MAD R3 S5,<qLKSiki> MAD R3 S7,<Rc3kmmq> MAD R1 S3,<Rc3kmmq> MAD R1 S5,<Rc3kmmq> MAD R1 S7,<Rc3kmmq> MAD R2 S3,<Rc3kmmq> MAD R2 S5,<Rc3kmmq> MAD R2 S7,<Rc3kmmq> MAD R3 S3,<Rc3kmmq> MAD R3 S5,<Rc3kmmq> MAD R3 S7,Mixed-A MAD R3 S7,Mixed-B MAD R3 S7,<qLKSiki> MoA W3 L3,<qLKSiki> MoA W3 L4,<qLKSiki> MoA W3 L5,<qLKSiki> MoA W4 L3,<qLKSiki> MoA W4 L4,<qLKSiki> MoA W4 L5,<qLKSiki> MoA W5 L3,<qLKSiki> MoA W5 L4,<qLKSiki> MoA W5 L5,<Rc3kmmq> MoA W3 L3,<Rc3kmmq> MoA W3 L4,<Rc3kmmq> MoA W3 L5,<Rc3kmmq> MoA W4 L3,<Rc3kmmq> MoA W4 L4,<Rc3kmmq> MoA W4 L5,<Rc3kmmq> MoA W5 L3,<Rc3kmmq> MoA W5 L4,<Rc3kmmq> MoA W5 L5,Mixed MoA W5 L5,<qLKSiki> Reflection T1,<qLKSiki> Reflection T2,<qLKSiki> Reflection T3,<qLKSiki> Reflection T4,<qLKSiki> Reflection T5,<Rc3kmmq> Reflection T1,<Rc3kmmq> Reflection T2,<Rc3kmmq> Reflection T3,<Rc3kmmq> Reflection T4,<Rc3kmmq> Reflection T5,Mixed-A Reflection T5,Mixed-B Reflection T5
10,11,True,False,True,False,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,False,False,False,False,False,False,False,False,False,True,True,True,True,True,True,True,True,True,True,True,False,True
11,12,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,cannot decide,False,False,True,False,True,False,False,False,False,False,False,False,False
12,13,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,True,False
13,14,False,False,False,True,True,True,True,True,True,True,True,True,True,False,True,True,cannot decide,True,True,False,True,True,True,True,True,True,True,True,True,True,True,True,True,True,False,True,True,True,True,False,True,True,True,True,True,True,True,True,True,True,False,False,False,True,True
14,15,False,False,True,False,True,False,True,True,True,True,True,True,True,True,cannot decide,True,False,cannot decide,cannot decide,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,True,False,False,True,True,True,True,True,False,False,True,False,True,True,True
15,16,True,False,False,False,False,True,True,True,True,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,cannot decide,False,False,False,False,False,False,False,False,False,False,False,True,True,True,False,False,False,False,False,False,False,False
16,17,False,False,False,True,False,False,False,False,False,False,False,False,False,cannot decide,cannot decide,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
17,18,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False
18,19,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
19,20,False,False,False,False,False,True,False,False,False,False,False,False,False,True,True,True,False,False,True,False,True,True,False,True,False,False,False,True,False,False,False,False,False,True,True,True,False,False,False,True,False,True,True,False,False,False,False,True,True,True,False,True,True,False,False
20,21,False,False,False,False,False,cannot decide,False,False,False,False,False,False,False,cannot decide,cannot decide,False,False,cannot decide,cannot decide,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
21,22,False,False,False,False,False,False,False,False,True,False,False,True,False,False,cannot decide,False,False,cannot decide,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
22,23,True,True,True,False,True,cannot decide,True,False,True,True,True,False,False,False,True,False,False,True,False,False,False,True,cannot decide,True,False,True,True,True,False,True,True,False,True,False,False,False,False,False,False,True,False,True,False,True,False,True,False,False,True,False,False,False,False,False,False
23,24,False,True,False,True,False,True,True,True,False,True,False,True,True,True,False,False,True,False,True,False,False,False,False,False,False,False,False,False,True,True,True,False,True,True,False,True,False,False,True,False,False,True,True,False,False,False,True,False,True,False,True,True,False,False,False
24,25,False,False,False,False,False,False,False,False,False,False,False,False,False,cannot decide,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
25,26,False,False,False,False,True,False,False,False,False,False,False,False,False,True,True,True,False,False,cannot decide,False,False,cannot decide,False,True,False,False,False,True,True,True,False,False,True,True,False,False,False,True,True,False,True,True,False,True,False,True,True,False,False,False,True,True,True,False,True
26,27,False,False,False,True,False,False,False,False,False,False,False,False,False,True,cannot decide,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False
27,28,False,True,True,False,True,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,True
28,29,False,True,True,False,True,True,True,True,True,True,True,True,True,False,False,True,True,False,True,False,cannot decide,False,False,False,False,True,True,False,False,True,False,False,True,False,False,False,True,False,True,False,False,False,False,True,False,False,True,False,True,False,False,False,False,False,True
29,30,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,cannot decide,False,False,True,False,False,False,True,False,False,True,False,True,False
30,31,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
31,32,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,True,False,False,False,False,False,False,True,False,False,True,True,False,False
32,33,False,True,True,False,True,True,True,False,True,True,True,True,True,True,False,False,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,False,False,False,True,True,True,False,True,False,False,True,True,True,True,True,True,True,False,False,False,False,True
33,34,False,False,True,False,cannot decide,False,True,False,False,False,True,True,True,False,True,False,False,False,False,False,False,False,True,False,False,True,True,False,False,False,True,False,False,True,False,False,False,False,False,False,True,False,False,True,True,True,True,True,False,False,False,True,False,False,False
34,35,False,True,False,True,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,True,False,False,False,False,True,False,True,False,True,False,False
35,36,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,True,True,True,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,True,True,False,False,False,False,False,False,False,True,True,False,False,True,False
36,37,False,False,False,False,False,False,False,False,False,False,False,False,False,False,cannot decide,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,True,False,False,False
37,38,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
38,39,True,True,True,True,True,False,True,True,True,True,True,True,False,True,True,False,True,False,True,False,False,cannot decide,False,True,True,True,True,True,True,True,False,True,False,True,True,False,True,True,False,True,True,True,False,False,True,False,True,False,False,False,False,True,False,False,True
39,40,True,False,True,False,True,True,True,True,True,True,True,True,True,False,True,cannot decide,False,False,False,True,False,True,False,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,cannot decide,True,True,True,True,True,True,True,False,False,True,False,True,False,True
40,41,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
41,42,False,False,True,True,False,False,True,False,True,True,True,True,False,True,True,True,True,False,True,True,True,True,True,True,False,False,True,True,False,False,True,False,True,True,True,True,True,True,True,False,True,True,True,True,True,True,False,True,True,True,True,True,True,True,True
42,43,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,False,False,True,False,True,True,False,True,True,True,True,True,True,True,True,True,False,True,True,True,True,True,True,False,True,True,True,True,True
43,44,False,False,False,False,cannot decide,cannot decide,True,True,cannot decide,True,False,True,cannot decide,False,True,False,False,cannot decide,True,False,True,False,True,True,True,False,True,True,True,True,True,True,False,True,True,True,True,True,True,True,True,True,True,True,False,False,False,True,True,False,True,False,False,True,False
44,45,False,False,True,True,False,cannot decide,False,True,True,True,True,False,True,cannot decide,cannot decide,False,cannot decide,False,False,True,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,True,True,True,False,True
45,46,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,cannot decide,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
46,47,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
47,48,False,False,False,False,cannot decide,False,False,False,False,False,False,False,False,False,cannot decide,cannot decide,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,True,True,False,False,False,True,False,True,False,False,True,True,True,True
48,49,False,True,True,False,False,False,False,False,True,False,False,True,False,True,True,cannot decide,True,True,True,False,False,True,True,True,True,False,False,False,True,True,True,True,True,False,False,True,True,True,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False
49,50,True,True,True,True,True,True,True,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,True,True,True,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,True,True,True,False,True,False,True,True
50,51,True,True,False,False,True,False,False,False,False,False,False,False,False,False,cannot decide,False,False,False,False,False,False,False,cannot decide,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
51,52,False,False,False,True,True,False,False,False,True,False,True,True,False,cannot decide,True,True,True,True,True,True,cannot decide,True,cannot decide,True,False,False,False,True,False,False,True,False,False,False,True,False,True,True,True,True,True,True,False,True,True,True,True,False,True,True,True,True,False,True,True
52,53,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
53,54,False,True,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,cannot decide,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,True,False,False,False,False,False,False,False,False,False,False,True,False,True,True,False,True,False
54,55,True,False,True,False,True,True,True,False,True,True,True,True,True,cannot decide,False,True,False,True,False,False,False,False,False,True,True,True,True,True,True,True,True,False,True,True,False,True,True,False,True,False,False,False,True,True,True,True,True,False,True,True,True,False,False,False,True
55,56,False,False,False,False,False,False,False,False,False,False,False,False,False,False,cannot decide,False,False,False,cannot decide,cannot decide,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,True,True,False,False,False,False,False
56,57,False,False,False,False,False,False,False,False,False,False,False,cannot decide,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
57,58,True,False,True,False,True,True,True,False,True,True,False,True,True,True,True,False,False,False,False,False,False,True,True,cannot decide,True,True,True,True,True,True,False,True,True,False,False,True,True,False,False,True,False,False,False,True,True,True,True,True,False,False,False,False,False,False,True
58,59,True,True,True,False,True,True,True,True,True,True,True,True,True,True,True,cannot decide,False,True,True,True,False,True,True,True,True,True,True,True,True,True,True,True,False,False,False,True,True,False,True,True,True,True,True,True,True,True,True,True,True,True,False,False,True,True,True
59,60,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,True,False,False,True,True,True,True,True,False,False
60,61,True,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,True,True,True,False,False,False,True
61,62,False,True,False,False,False,False,False,True,True,cannot decide,False,True,False,False,True,False,False,False,True,True,False,False,False,False,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,True,False,False,False,False,False
62,63,False,False,False,False,False,False,False,False,False,False,False,False,False,cannot decide,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
63,64,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,False,True,True,True,True,True,True,True,True,True,True,True,True,True,True,False,True,True,False,True,True,True,True,True,True,True,True,True,True,True,True,True,False,True,True,False,True,True,True
64,65,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
65,66,False,False,False,False,False,False,False,False,False,False,False,False,False,cannot decide,cannot decide,True,True,True,True,cannot decide,True,True,False,False,False,False,False,False,False,False,True,False,False,True,True,True,False,True,False,False,True,True,False,False,False,True,True,False,True,False,False,False,True,False,False
66,67,False,False,False,False,False,False,False,False,False,False,False,False,False,False,cannot decide,True,False,False,False,False,False,True,cannot decide,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False
67,68,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
68,69,True,False,False,True,True,True,True,True,True,True,True,True,True,True,False,True,True,cannot decide,True,True,False,True,True,True,True,True,False,False,False,True,False,True,False,True,True,False,False,True,True,True,False,False,False,True,True,False,True,True,True,False,True,True,True,True,True
69,70,False,False,False,False,True,False,False,True,True,True,True,True,False,False,True,True,True,True,True,False,False,False,False,False,True,True,False,True,True,False,True,True,True,True,False,True,True,False,False,False,False,True,False,False,True,True,True,True,True,True,True,False,True,True,True
70,71,True,False,True,False,True,True,True,True,True,True,False,True,True,False,False,cannot decide,True,False,False,False,False,True,False,True,True,True,True,True,True,False,False,cannot decide,True,False,False,False,False,True,False,False,False,False,True,True,True,True,True,False,False,False,False,False,False,False,False
71,72,False,False,False,True,True,False,False,False,True,False,False,False,False,False,False,cannot decide,True,True,False,True,False,False,False,False,False,False,True,False,True,False,False,True,False,False,True,False,False,True,True,True,True,True,False,False,False,False,False,False,True,False,True,True,False,True,True
72,73,False,False,False,False,False,False,False,False,False,False,False,False,False,False,cannot decide,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
73,74,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,True,True,True,True,False,True,True,True,cannot decide,False,False,True,True,False,False,True,False,False,True,True,True,False,False,False,True,False,True,True,False,False,False,True,False,True,True,True,True,False,False,False
74,75,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,True,True,False,False
75,76,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False
76,77,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
77,78,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,True,False
78,79,False,False,False,True,False,False,False,False,False,False,False,False,False,False,cannot decide,False,False,True,True,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,True,True,False,False,False,False,False,False,False,False,True,True,False,False,True,True,False
79,80,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,True,True,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,True,False,False,False,False,False,False,False,False,True,False,True,False,False,True,False
80,81,False,False,False,False,True,True,False,True,True,True,False,True,True,cannot decide,False,True,False,True,True,False,False,True,True,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,True,False,False,False,True,False,False,True,False,True,False,True,True,False,True
81,82,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,cannot decide,cannot decide,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,True,True,True,False,False,False,False,False,False,False,False,False,True,True,False,False,True,True,False
82,83,True,False,False,False,True,True,False,True,True,True,True,True,False,False,False,True,False,True,True,False,False,True,cannot decide,False,True,True,False,False,True,True,False,False,cannot decide,True,True,False,False,True,True,False,False,False,True,True,False,False,True,True,True,False,False,False,False,False,False
83,84,False,False,False,False,cannot decide,False,False,False,False,False,False,False,False,cannot decide,False,cannot decide,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
84,85,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,True,True,True,True,True,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,True,False,True,False,False,True,False,False,False,False,False,False,False,True,True,False,False,False,True
85,86,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,False,True,True,True,True
86,87,True,False,True,False,True,True,True,True,True,True,True,True,True,True,True,True,False,True,True,False,True,True,True,True,False,True,False,True,False,True,False,True,True,True,False,True,cannot decide,False,True,True,True,False,True,True,True,True,True,False,False,False,False,True,True,False,False
87,88,False,True,False,True,True,True,False,True,False,False,True,True,False,True,True,cannot decide,True,False,True,True,True,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,True,False,True,False,True,False,False,False,True,True,False,True
88,89,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
89,90,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
90,91,True,False,False,False,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,False,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,False,True,True,True,True,True,True,True,True,True,True,True,True,True,False,True
91,92,False,False,False,False,True,True,True,False,False,False,True,False,True,True,True,False,True,True,True,True,True,True,False,False,False,False,False,False,False,False,False,False,False,True,True,False,True,False,False,True,False,False,False,True,True,True,True,False,True,True,False,True,True,True,True
92,93,True,True,True,True,False,False,False,False,False,False,False,False,False,True,True,False,True,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False
93,94,False,False,False,False,False,False,False,False,True,False,True,True,True,cannot decide,False,False,False,False,False,False,False,False,cannot decide,True,True,True,False,False,False,False,False,True,True,False,True,True,True,False,False,False,True,False,True,True,False,True,True,True,True,True,True,True,False,False,False
94,95,False,True,False,True,True,False,False,False,True,True,True,False,True,False,cannot decide,True,True,False,True,True,False,False,False,False,False,False,False,False,False,True,False,False,False,True,True,True,True,False,False,True,False,False,True,True,False,False,True,False,True,False,False,True,True,False,False
95,96,True,False,False,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,False,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,False,True,False,True,False,True,True,True,False,True,True,True,True,False,True
96,97,False,True,False,False,False,False,cannot decide,True,True,True,True,True,True,cannot decide,cannot decide,True,True,True,True,cannot decide,False,True,True,True,False,False,False,True,False,False,False,True,False,True,False,True,True,False,True,True,False,False,False,True,False,True,True,True,True,False,True,True,True,False,True
97,98,False,False,False,True,True,False,True,False,False,False,False,False,False,False,True,True,True,True,True,True,cannot decide,True,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,True,True,True,False,True,True,False,False,False,False,False,False,False,False,True,True,False,True
98,99,False,False,False,False,False,False,False,False,False,False,False,False,False,cannot decide,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
99,100,False,False,True,False,False,False,False,False,True,False,True,True,False,True,False,True,True,True,True,True,True,True,True,True,False,True,True,True,False,False,False,True,False,True,True,True,True,True,True,True,True,True,True,False,True,False,False,True,False,True,True,False,False,True,True
