,Sample,Event,<qLKSiki>,<Rc3kmmq>,<qLKSiki> + CoT,<Rc3kmmq> + CoT,<qLKSiki> MAD R1 S3,<qLKSiki> MAD R1 S5,<qLKSiki> MAD R1 S7,<qLKSiki> MAD R2 S3,<qLKSiki> MAD R2 S5,<qLKSiki> MAD R2 S7,<qLKSiki> MAD R3 S3,<qLKSiki> MAD R3 S5,<qLKSiki> MAD R3 S7,<Rc3kmmq> MAD R1 S3,<Rc3kmmq> MAD R1 S5,<Rc3kmmq> MAD R1 S7,<Rc3kmmq> MAD R2 S3,<Rc3kmmq> MAD R2 S5,<Rc3kmmq> MAD R2 S7,<Rc3kmmq> MAD R3 S3,<Rc3kmmq> MAD R3 S5,<Rc3kmmq> MAD R3 S7,Mixed-A MAD R3 S7,Mixed-B MAD R3 S7,<qLKSiki> MoA W3 L3,<qLKSiki> MoA W3 L4,<qLKSiki> MoA W3 L5,<qLKSiki> MoA W4 L3,<qLKSiki> MoA W4 L4,<qLKSiki> MoA W4 L5,<qLKSiki> MoA W5 L3,<qLKSiki> MoA W5 L4,<qLKSiki> MoA W5 L5,<Rc3kmmq> MoA W3 L3,<Rc3kmmq> MoA W3 L4,<Rc3kmmq> MoA W3 L5,<Rc3kmmq> MoA W4 L3,<Rc3kmmq> MoA W4 L4,<Rc3kmmq> MoA W4 L5,<Rc3kmmq> MoA W5 L3,<Rc3kmmq> MoA W5 L4,<Rc3kmmq> MoA W5 L5,Mixed MoA W5 L5,<qLKSiki> Reflection T1,<qLKSiki> Reflection T2,<qLKSiki> Reflection T3,<qLKSiki> Reflection T4,<qLKSiki> Reflection T5,<Rc3kmmq> Reflection T1,<Rc3kmmq> Reflection T2,<Rc3kmmq> Reflection T3,<Rc3kmmq> Reflection T4,<Rc3kmmq> Reflection T5,Mixed-A Reflection T5,Mixed-B Reflection T5
70,53,19,TN,TN,TN,TN,TN,TN,TN,TN,TN,TN,TN,TN,TN,TN,TN,TN,TN,TN,TN,TN,TN,TN,TN,TN,TN,TN,TN,TN,TN,TN,TN,TN,TN,FP,TN,TN,TN,FP,TN,TN,TN,TN,TN,TN,TN,TN,TN,TN,TN,TN,TN,FP,TN,TN,TN
71,54,16,TP,FN,TP,TP,TP,TP,TP,TP,TP,FN,TP,TP,TP,TP,TP,TP,TP,TP,TP,TP,TP,TP,TP,TP,FN,TP,FN,TP,TP,FN,FN,FN,TP,TP,TP,TP,TP,TP,TP,TP,TP,TP,TP,TP,TP,TP,TP,TP,TP,TP,TP,TP,TP,FN,TP
72,55,15,FN,FN,TP,FN,TP,FN,FN,FN,TP,TP,TP,TP,FN,FN,TP,TP,FN,FN,FN,TP,FN,FN,TP,FN,FN,FN,FN,FN,FN,FN,FN,FN,FN,FN,FN,FN,FN,FN,FN,FN,FN,TP,FN,FN,FN,TP,FN,FN,TP,TP,FN,TP,FN,FN,FN
73,55,16,TN,TN,TN,TN,TN,TN,TN,TN,TN,TN,TN,TN,TN,FP,TN,TN,TN,FP,TN,TN,TN,TN,TN,TN,TN,TN,TN,TN,TN,TN,TN,TN,TN,TN,TN,TN,TN,TN,TN,TN,TN,TN,TN,TN,FP,TN,TN,TN,TN,TN,TN,TN,FP,TN,FP
74,56,20,FN,FN,FN,FN,FN,FN,FN,FN,FN,FN,FN,FN,FN,FN,FN,FN,FN,FN,FN,FN,FN,FN,FN,FN,FN,FN,FN,FN,FN,FN,FN,FN,FN,FN,FN,FN,FN,FN,FN,FN,FN,FN,FN,FN,FN,FN,FN,FN,TP,FN,FN,FN,FN,FN,FN
75,57,16,FN,FN,FN,FN,FN,FN,FN,FN,FN,TP,FN,FN,FN,FN,FN,FN,TP,TP,TP,TP,FN,FN,TP,TP,FN,FN,FN,FN,FN,FN,FN,FN,FN,FN,TP,TP,TP,TP,TP,FN,TP,FN,TP,TP,FN,FN,FN,TP,FN,FN,TP,TP,TP,TP,FN
76,58,17,TP,FN,TP,TP,TP,TP,TP,TP,TP,TP,TP,TP,TP,TP,TP,TP,TP,TP,TP,TP,TP,TP,TP,TP,TP,TP,TP,TP,TP,TP,TP,TP,TP,TP,TP,TP,TP,TP,TP,TP,TP,TP,TP,TP,TP,TP,TP,TP,TP,TP,TP,TP,TP,TP,FN
77,59,17,FN,FN,FN,FN,FN,FN,FN,FN,FN,FN,FN,FN,FN,FN,FN,FN,FN,FN,FN,FN,FN,FN,FN,FN,FN,FN,FN,FN,FN,FN,FN,FN,FN,FN,FN,FN,TP,TP,TP,FN,TP,FN,FN,FN,FN,FN,TP,TP,FN,FN,FN,FN,FN,TP,FN
78,60,16,FN,FN,TP,FN,FN,FN,FN,FN,FN,FN,FN,FN,FN,FN,FN,FN,TP,FN,FN,FN,FN,FN,FN,FN,FN,FN,FN,FN,FN,FN,FN,FN,FN,FN,FN,FN,FN,FN,TP,FN,TP,TP,FN,TP,FN,FN,FN,FN,TP,TP,FN,FN,TP,TP,FN
79,61,18,TP,FN,FN,TP,TP,TP,TP,TP,TP,TP,TP,TP,TP,TP,TP,TP,FN,TP,TP,TP,TP,TP,TP,TP,FN,FN,FN,FN,FN,FN,FN,FN,FN,FN,FN,TP,TP,TP,TP,FN,TP,FN,TP,FN,FN,FN,TP,FN,TP,TP,FN,TP,TP,FN,FN
80,62,16,TP,FN,TP,TP,TP,TP,TP,TP,FN,TP,FN,TP,TP,FN,TP,FN,TP,TP,FN,FN,TP,TP,TP,TP,TP,TP,FN,FN,TP,FN,FN,FN,FN,FN,TP,FN,TP,FN,FN,TP,TP,FN,FN,TP,TP,TP,FN,TP,TP,TP,FN,FN,FN,FN,TP
81,62,17,TN,FP,FP,TN,TN,TN,TN,TN,FP,TN,TN,TN,FP,FP,TN,FP,TN,TN,FP,TN,TN,TN,TN,TN,TN,TN,TN,TN,TN,TN,TN,TN,TN,TN,TN,TN,TN,TN,TN,TN,FP,TN,TN,TN,TN,TN,TN,FP,TN,FP,TN,FP,FP,FP,TN
82,63,16,TP,FN,TP,FN,FN,FN,FN,FN,FN,FN,FN,FN,FN,FN,FN,FN,FN,FN,FN,FN,FN,FN,FN,TP,FN,FN,FN,FN,FN,FN,FN,FN,FN,FN,FN,FN,FN,FN,FN,FN,FN,FN,FN,FN,FN,FN,FN,FN,TP,FN,FN,FN,FN,FN,FN
83,63,17,TN,TN,TN,TN,TN,FP,TN,TN,TN,TN,TN,TN,TN,TN,TN,TN,TN,FP,TN,TN,TN,TN,TN,TN,TN,TN,TN,TN,TN,TN,TN,TN,TN,TN,TN,TN,TN,TN,TN,TN,FP,TN,TN,TN,FP,TN,TN,TN,TN,TN,TN,TN,FP,FP,TN
84,64,18,FN,FN,FN,FN,FN,FN,FN,FN,FN,FN,FN,FN,FN,FN,FN,FN,FN,TP,FN,TP,FN,FN,FN,FN,FN,FN,FN,FN,FN,FN,FN,FN,FN,FN,FN,FN,TP,TP,TP,FN,FN,FN,FN,FN,FN,FN,FN,TP,FN,TP,FN,FN,FN,FN,FN
85,65,17,FN,FN,TP,TP,TP,TP,TP,TP,TP,TP,TP,TP,TP,TP,TP,TP,TP,TP,TP,TP,TP,TP,FN,TP,FN,FN,FN,FN,FN,FN,FN,FN,FN,TP,FN,TP,TP,TP,TP,TP,TP,TP,FN,FN,FN,FN,FN,TP,TP,FN,TP,TP,TP,TP,FN
86,66,16,FN,FN,TP,FN,FN,FN,FN,FN,FN,FN,FN,FN,TP,FN,FN,FN,FN,FN,FN,FN,TP,FN,FN,FN,FN,FN,FN,FN,FN,FN,FN,FN,FN,FN,FN,FN,FN,FN,FN,FN,FN,FN,FN,FN,FN,FN,TP,FN,FN,FN,FN,FN,FN,FN,FN
87,66,17,FP,FP,TN,TN,TN,TN,TN,TN,TN,TN,TN,TN,TN,TN,TN,TN,TN,TN,TN,TN,TN,TN,TN,TN,TN,TN,TN,TN,TN,TN,TN,TN,TN,TN,TN,TN,TN,TN,TN,TN,TN,TN,TN,TN,TN,FP,TN,TN,TN,TN,TN,TN,TN,TN,TN
88,67,18,FN,TP,FN,FN,FN,FN,FN,FN,FN,FN,FN,FN,FN,FN,FN,FN,FN,FN,FN,TP,FN,FN,FN,FN,FN,FN,FN,FN,FN,FN,FN,FN,FN,FN,FN,FN,FN,FN,FN,FN,FN,FN,FN,FN,FN,FN,FN,FN,FN,FN,FN,FN,FN,FN,FN
89,68,16,TP,TP,TP,TP,FN,FN,FN,FN,FN,FN,FN,FN,FN,FN,TP,FN,FN,FN,FN,FN,TP,FN,FN,TP,FN,FN,FN,FN,FN,FN,FN,FN,FN,FN,TP,FN,TP,TP,TP,TP,TP,TP,FN,FN,FN,FN,FN,FN,TP,TP,FN,FN,FN,TP,TP
90,68,17,FP,TN,FP,TN,TN,TN,TN,TN,TN,TN,TN,TN,TN,TN,FP,TN,TN,TN,FP,TN,FP,FP,TN,TN,TN,TN,TN,TN,TN,TN,TN,TN,FP,FP,TN,TN,TN,FP,TN,TN,FP,FP,FP,TN,FP,FP,FP,TN,TN,FP,TN,TN,TN,FP,cannot decide
91,69,17,TP,TP,TP,TP,TP,TP,TP,FN,TP,TP,FN,FN,TP,TP,TP,TP,TP,TP,TP,TP,TP,FN,TP,TP,FN,TP,FN,FN,FN,FN,TP,FN,FN,TP,TP,TP,TP,TP,TP,TP,TP,TP,TP,FN,FN,FN,TP,FN,TP,TP,TP,TP,TP,TP,TP
92,70,15,TP,FN,TP,TP,TP,FN,FN,FN,FN,FN,FN,FN,FN,FN,TP,FN,FN,FN,FN,FN,TP,FN,FN,FN,FN,FN,FN,FN,FN,FN,FN,FN,FN,FN,FN,TP,FN,TP,TP,TP,TP,FN,FN,FN,FN,FN,FN,TP,TP,FN,TP,FN,FN,FN,FN
93,70,16,TN,TN,FP,FP,TN,TN,TN,TN,TN,TN,TN,TN,TN,FP,TN,TN,FP,TN,FP,TN,TN,TN,TN,TN,TN,TN,TN,TN,TN,TN,TN,TN,TN,FP,TN,TN,TN,FP,FP,FP,FP,FP,TN,TN,TN,FP,FP,TN,TN,TN,TN,TN,FP,FP,TN
94,71,15,FN,FN,TP,TP,TP,TP,TP,TP,TP,TP,TP,TP,TP,FN,TP,TP,TP,TP,TP,TP,FN,TP,TP,TP,FN,FN,FN,FN,FN,FN,FN,TP,TP,TP,TP,FN,TP,TP,TP,TP,TP,FN,FN,FN,FN,FN,FN,FN,TP,TP,FN,TP,TP,TP,FN
95,72,17,FN,FN,FN,TP,FN,FN,FN,FN,TP,FN,FN,TP,FN,FN,FN,TP,FN,FN,TP,TP,TP,FN,FN,TP,FN,FN,FN,FN,FN,FN,TP,FN,FN,FN,TP,FN,FN,TP,FN,TP,FN,FN,FN,FN,FN,FN,FN,FN,FN,TP,TP,FN,FN,FN,FN
96,73,16,FN,FN,FN,TP,FN,FN,FN,FN,FN,FN,FN,FN,FN,FN,FN,TP,FN,FN,TP,FN,FN,FN,FN,TP,FN,TP,FN,FN,TP,TP,FN,TP,FN,TP,FN,FN,FN,FN,FN,TP,FN,FN,FN,FN,FN,FN,TP,FN,FN,FN,FN,FN,FN,TP,FN
97,74,16,TP,TP,TP,FN,TP,TP,TP,TP,TP,TP,FN,TP,FN,FN,TP,TP,TP,TP,TP,FN,TP,TP,TP,TP,FN,TP,TP,TP,TP,FN,TP,TP,TP,TP,TP,FN,TP,FN,TP,TP,TP,TP,FN,TP,TP,TP,TP,TP,TP,TP,TP,FN,FN,TP,TP
98,74,17,FP,FP,TN,FP,TN,TN,TN,TN,TN,TN,TN,TN,TN,TN,FP,FP,TN,TN,TN,FP,TN,TN,TN,TN,TN,TN,TN,TN,TN,TN,TN,TN,TN,TN,TN,TN,FP,TN,TN,TN,FP,TN,TN,TN,TN,TN,TN,TN,TN,TN,FP,TN,TN,FP,FP
99,75,16,TP,FN,TP,TP,TP,TP,TP,TP,TP,TP,TP,TP,TP,TP,TP,TP,TP,TP,TP,TP,TP,TP,TP,TP,FN,FN,FN,FN,TP,FN,TP,FN,FN,TP,TP,TP,TP,TP,TP,TP,TP,TP,TP,TP,TP,TP,TP,TP,TP,TP,TP,TP,TP,TP,TP
100,76,17,FN,FN,TP,TP,FN,FN,FN,FN,FN,FN,FN,FN,FN,FN,TP,FN,FN,TP,FN,FN,FN,FN,FN,TP,FN,FN,FN,FN,FN,FN,FN,FN,FN,FN,TP,FN,FN,FN,FN,TP,TP,FN,FN,TP,TP,FN,TP,FN,FN,FN,FN,FN,FN,FN,FN
101,77,17,FN,FN,TP,FN,FN,FN,FN,FN,FN,FN,FN,FN,FN,FN,FN,FN,FN,FN,FN,FN,FN,FN,FN,FN,FN,FN,FN,FN,FN,FN,FN,FN,FN,FN,FN,FN,FN,FN,FN,FN,TP,TP,FN,FN,FN,FN,FN,FN,FN,FN,FN,TP,FN,FN,FN
102,78,17,TP,TP,TP,TP,TP,TP,TP,TP,TP,TP,TP,TP,TP,TP,TP,TP,TP,TP,TP,TP,TP,TP,TP,TP,TP,FN,TP,TP,TP,TP,TP,TP,TP,TP,TP,TP,TP,TP,TP,TP,TP,TP,TP,TP,TP,TP,TP,TP,TP,TP,TP,TP,TP,TP,TP
103,79,15,FN,FN,FN,FN,TP,FN,FN,FN,FN,TP,TP,FN,TP,FN,FN,TP,TP,FN,FN,FN,TP,TP,FN,FN,FN,FN,FN,FN,FN,FN,FN,FN,FN,TP,FN,FN,FN,TP,FN,FN,FN,FN,FN,FN,FN,FN,FN,FN,FN,FN,TP,FN,FN,FN,TP
104,79,16,FP,TN,TN,FP,TN,TN,TN,TN,TN,TN,TN,TN,TN,TN,TN,TN,FP,TN,TN,TN,TN,TN,TN,TN,TN,TN,TN,TN,TN,TN,TN,TN,TN,TN,TN,TN,TN,TN,FP,TN,TN,TN,TN,TN,TN,TN,TN,TN,TN,TN,TN,TN,TN,TN,TN
105,80,14,TP,TP,TP,TP,TP,TP,FN,TP,FN,FN,TP,TP,FN,FN,TP,FN,TP,FN,TP,TP,TP,FN,FN,TP,FN,FN,FN,FN,FN,FN,FN,FN,FN,FN,TP,TP,FN,TP,TP,FN,FN,TP,FN,TP,TP,TP,TP,FN,TP,FN,FN,FN,TP,TP,TP
106,80,15,TN,TN,TN,TN,TN,TN,TN,TN,TN,TN,TN,TN,TN,TN,TN,TN,TN,TN,TN,TN,TN,TN,TN,TN,TN,TN,TN,TN,TN,TN,TN,TN,TN,TN,TN,TN,TN,TN,TN,FP,TN,TN,TN,TN,TN,TN,TN,TN,TN,TN,TN,TN,TN,TN,TN
107,81,15,FN,FN,TP,FN,FN,FN,FN,FN,FN,FN,FN,FN,FN,FN,FN,FN,FN,FN,TP,FN,FN,TP,FN,FN,FN,FN,FN,FN,FN,FN,FN,FN,FN,TP,FN,TP,FN,FN,FN,FN,TP,TP,FN,FN,FN,FN,FN,FN,FN,TP,FN,FN,FN,FN,FN
108,81,17,TN,TN,TN,FP,TN,TN,TN,TN,TN,TN,TN,TN,TN,TN,TN,TN,TN,TN,TN,TN,FP,TN,TN,TN,TN,TN,TN,TN,TN,TN,TN,TN,TN,TN,FP,TN,TN,FP,FP,TN,TN,FP,TN,TN,TN,TN,TN,TN,TN,TN,TN,TN,TN,TN,TN
109,82,14,FN,FN,TP,TP,FN,TP,FN,FN,FN,FN,FN,FN,TP,TP,TP,FN,FN,TP,TP,TP,FN,TP,FN,TP,FN,FN,FN,FN,FN,FN,FN,FN,FN,FN,FN,FN,TP,TP,FN,FN,TP,FN,FN,FN,FN,TP,TP,TP,FN,FN,TP,FN,TP,TP,FN
110,82,15,TN,TN,FP,FP,TN,TN,TN,TN,TN,TN,FP,TN,TN,TN,TN,TN,FP,TN,TN,FP,TN,TN,FP,TN,TN,TN,TN,TN,TN,TN,TN,TN,TN,FP,TN,TN,TN,TN,TN,FP,TN,TN,TN,FP,TN,TN,TN,TN,TN,TN,TN,TN,FP,TN,FP
111,83,14,TP,FN,TP,FN,TP,TP,TP,TP,TP,FN,FN,TP,TP,TP,TP,TP,FN,TP,TP,TP,TP,FN,TP,TP,FN,FN,FN,FN,TP,FN,FN,FN,FN,TP,TP,TP,TP,FN,TP,TP,TP,TP,FN,TP,FN,TP,TP,FN,TP,FN,TP,TP,FN,TP,FN
112,83,15,FP,TN,FP,TN,TN,TN,TN,TN,TN,TN,TN,TN,TN,TN,TN,TN,TN,TN,TN,TN,TN,TN,TN,TN,TN,TN,TN,TN,TN,TN,TN,TN,TN,TN,TN,TN,TN,FP,TN,FP,TN,TN,TN,TN,TN,TN,TN,FP,FP,TN,FP,TN,FP,FP,TN
113,84,17,FN,FN,TP,TP,FN,TP,TP,TP,TP,TP,FN,TP,TP,TP,TP,TP,TP,TP,TP,TP,TP,TP,TP,TP,FN,FN,FN,FN,FN,FN,FN,FN,FN,TP,TP,TP,TP,TP,TP,FN,TP,TP,TP,TP,TP,TP,TP,TP,TP,TP,TP,TP,TP,FN,FN
114,85,15,FN,FN,TP,TP,FN,FN,FN,FN,FN,FN,FN,FN,FN,FN,FN,FN,FN,FN,TP,FN,FN,TP,FN,FN,FN,FN,FN,FN,FN,FN,FN,FN,FN,FN,FN,FN,FN,FN,FN,FN,FN,TP,FN,FN,TP,FN,FN,TP,TP,FN,FN,TP,FN,FN,FN
115,85,16,TN,TN,TN,TN,TN,TN,TN,TN,TN,TN,TN,TN,TN,TN,TN,TN,TN,TN,TN,TN,TN,TN,TN,TN,TN,TN,TN,TN,TN,TN,TN,TN,TN,TN,TN,TN,TN,TN,TN,TN,TN,TN,TN,TN,TN,TN,TN,TN,TN,TN,TN,TN,FP,TN,FP
116,86,16,TP,TP,TP,TP,TP,TP,TP,TP,TP,TP,TP,TP,TP,FN,FN,FN,TP,TP,FN,TP,TP,TP,TP,TP,FN,FN,TP,TP,FN,FN,FN,FN,FN,TP,TP,FN,TP,FN,FN,FN,FN,TP,TP,FN,FN,FN,TP,TP,TP,TP,TP,TP,TP,TP,TP
117,86,17,TN,FP,FP,TN,TN,TN,TN,TN,TN,TN,TN,TN,TN,FP,FP,TN,FP,TN,TN,TN,TN,TN,TN,TN,TN,TN,TN,TN,TN,FP,TN,FP,TN,FP,TN,TN,FP,TN,FP,FP,TN,TN,TN,TN,TN,FP,FP,FP,FP,FP,TN,FP,TN,TN,TN
118,87,17,FN,FN,FN,TP,FN,FN,FN,FN,FN,FN,FN,FN,FN,TP,FN,FN,TP,FN,TP,FN,TP,FN,FN,FN,FN,FN,FN,FN,FN,FN,FN,FN,FN,TP,FN,FN,FN,FN,FN,FN,FN,FN,FN,FN,FN,FN,FN,FN,FN,FN,FN,FN,TP,TP,FN
119,88,16,TP,FN,TP,TP,TP,FN,TP,TP,TP,TP,TP,TP,TP,TP,TP,TP,TP,TP,TP,TP,TP,TP,TP,TP,FN,FN,TP,FN,TP,TP,TP,TP,TP,TP,TP,TP,TP,TP,TP,TP,FN,TP,TP,TP,TP,TP,TP,TP,TP,TP,TP,TP,TP,TP,FN
120,89,18,TP,FN,TP,TP,TP,TP,TP,TP,TP,TP,TP,TP,TP,TP,TP,TP,TP,TP,TP,TP,TP,TP,TP,TP,TP,TP,TP,TP,TP,TP,TP,TP,TP,TP,TP,TP,TP,TP,TP,TP,TP,TP,TP,TP,TP,TP,TP,TP,TP,TP,TP,TP,TP,TP,FN
121,90,19,FN,FN,FN,FN,FN,FN,FN,FN,FN,FN,FN,FN,FN,FN,TP,FN,FN,TP,FN,FN,FN,FN,FN,FN,FN,FN,FN,FN,FN,FN,FN,FN,FN,FN,FN,TP,TP,FN,FN,FN,FN,FN,FN,FN,FN,FN,FN,FN,TP,FN,FN,FN,FN,TP,FN
122,91,18,FN,FN,FN,TP,FN,FN,FN,FN,FN,FN,FN,FN,FN,TP,TP,FN,FN,FN,FN,TP,FN,TP,FN,FN,FN,FN,FN,FN,FN,FN,FN,FN,FN,FN,TP,TP,FN,FN,TP,FN,TP,TP,FN,FN,FN,FN,FN,FN,FN,FN,TP,TP,FN,FN,FN
123,92,15,TP,TP,TP,TP,TP,TP,TP,TP,TP,TP,TP,TP,TP,TP,TP,TP,TP,TP,TP,TP,TP,TP,TP,TP,TP,FN,FN,TP,FN,TP,FN,TP,FN,TP,TP,TP,TP,TP,TP,FN,TP,TP,TP,TP,TP,TP,TP,TP,TP,FN,TP,TP,TP,TP,TP
124,93,17,TP,TP,TP,TP,TP,TP,TP,TP,TP,TP,TP,TP,TP,TP,FN,TP,TP,TP,TP,TP,TP,TP,TP,TP,TP,TP,TP,TP,TP,TP,TP,TP,TP,TP,TP,TP,TP,TP,TP,FN,TP,TP,TP,TP,TP,TP,TP,TP,TP,TP,FN,TP,TP,TP,FN
125,94,16,TP,FN,TP,TP,TP,TP,TP,TP,TP,TP,TP,TP,TP,TP,TP,TP,TP,TP,TP,TP,TP,TP,TP,TP,TP,FN,FN,TP,TP,TP,TP,FN,TP,TP,TP,TP,TP,TP,TP,TP,TP,TP,TP,FN,TP,TP,TP,FN,TP,FN,TP,TP,TP,TP,TP
126,95,15,TP,FN,TP,TP,TP,TP,TP,TP,TP,TP,TP,TP,TP,TP,TP,TP,TP,TP,TP,TP,TP,TP,TP,TP,TP,FN,TP,TP,TP,TP,FN,TP,TP,TP,TP,TP,FN,TP,TP,TP,TP,TP,TP,TP,TP,TP,TP,TP,TP,TP,TP,TP,TP,TP,FN
127,96,16,FN,TP,TP,TP,FN,FN,FN,TP,FN,FN,TP,FN,FN,TP,FN,FN,TP,FN,FN,FN,FN,FN,FN,FN,FN,TP,FN,FN,FN,FN,FN,FN,TP,TP,TP,FN,TP,TP,FN,FN,FN,TP,FN,FN,FN,FN,FN,TP,FN,FN,TP,FN,FN,FN,FN
128,97,17,FN,FN,FN,TP,FN,FN,FN,FN,FN,FN,FN,FN,FN,FN,TP,FN,FN,FN,FN,TP,TP,FN,FN,FN,FN,FN,FN,FN,FN,FN,FN,FN,FN,FN,FN,FN,FN,FN,TP,TP,FN,FN,TP,TP,FN,FN,FN,FN,FN,FN,FN,FN,FN,FN,FN
129,98,18,TP,FN,TP,TP,TP,TP,FN,FN,FN,TP,FN,FN,TP,TP,TP,TP,TP,TP,TP,TP,TP,TP,TP,TP,FN,FN,FN,FN,FN,FN,FN,FN,FN,TP,TP,TP,TP,TP,TP,TP,TP,FN,TP,FN,TP,TP,TP,TP,TP,FN,FN,TP,TP,FN,FN
130,99,16,FN,FN,FN,FN,TP,FN,FN,FN,FN,FN,FN,FN,FN,TP,FN,TP,FN,FN,TP,TP,FN,FN,FN,FN,FN,FN,FN,FN,FN,FN,FN,FN,FN,FN,FN,FN,FN,FN,FN,TP,FN,TP,TP,FN,FN,FN,FN,FN,FN,TP,TP,FN,FN,FN,FN
131,100,17,FN,FN,FN,TP,FN,FN,FN,FN,FN,FN,FN,FN,FN,FN,FN,FN,FN,FN,FN,FN,FN,FN,FN,FN,FN,FN,FN,FN,FN,FN,FN,FN,FN,FN,FN,FN,FN,FN,FN,FN,FN,FN,FN,FN,FN,FN,FN,FN,FN,FN,TP,FN,FN,FN,FN
